cycle,applicant,school,complete_month,complete_date,pre-II_reject_month,pre-II_reject_date,interview_received_month,interview_received_date,interview_on_month,interview_on_date,accepted_month,accepted_date,post-II_reject_month,post-II_reject_date
2021,pyramidwalrus,University of Minnesota,August,8/24/2020,December,12/7/2020,,,,,,,,
2021,pyramidwalrus,University of North Carolina,August,8/24/2020,February,2/9/2021,,,,,,,,
2021,pyramidwalrus,Vanderbilt,August,8/24/2020,February,2/9/2021,,,,,,,,
2021,pyramidwalrus,WashU in St. Louis,August,8/17/2020,November,11/27/2020,,,,,,,,
2021,studentloansforever,Stony Brook,September,9/21/2020,,,December,12/7/2020,,,,,,
2021,ac_505,Rutgers,August,8/14/2020,,,September,9/25/2020,,,,,,
2021,ac_505,SUNY Upstate,August,8/21/2020,,,October,10/19/2020,,,,,,
2021,ac_505,Tulane,August,8/19/2020,,,October,10/8/2020,,,,,,
2021,ac_505,University of Connecticut,August,8/14/2020,,,December,12/22/2020,,,,,,
2021,ac_505,Albert Einstein,September,9/10/2020,January,1/13/2021,,,,,,,,
2021,ac_505,Duke,August,8/14/2020,January,1/13/2021,,,,,,,,
2021,ac_505,Indiana University,August,8/14/2020,January,1/12/2021,,,,,,,,
2021,ac_505,University of Alabama,August,8/17/2020,January,1/7/2021,,,,,,,,
2021,ac_505,University of Colorado,August,8/25/2020,February,2/17/2021,,,,,,,,
2021,ac_505,University of Minnesota,August,8/15/2020,December,12/1/2020,,,,,,,,
2021,ac_505,University of Pittsburgh,August,8/26/2020,September,9/9/2020,,,,,,,,
2021,ac_505,University of Rochester,August,8/14/2020,November,11/19/2020,,,,,,,,
2021,ac_505,University of Washington,August,8/24/2020,September,9/6/2020,,,,,,,,
2021,McNuggetz,Sanford,November,11/24/2020,,,January,01/05/2021,January,1/19/2021,February,2/1/2021,,
2021,McNuggetz,Texas A&M,October,10/25/2020,,,December,12/16/2020,,,,,,
2021,McNuggetz,University of Nebraska,October,,,,November,11/24/2020,,,,,,
2021,McNuggetz,University of Alabama,October,10/8/2020,January,1/7/2021,,,,,,,,
2021,McNuggetz,UT San Antonio,July,,January,1/14/2021,,,,,,,,
2021,beener,Thomas Jefferson,July,7/13/2020,,,July,7/30/2020,,,,,,
2021,beener,Weill Cornell Tri-I,July,7/16/2020,,,August,8/13/2020,,,,,,
2021,neurofanatic213,SUNY Downstate,July,07/30/2020,,,January,01/04/2021,,,,,,
2021,neurofanatic213,Wayne State University,July,7/31/2020,,,October,10/22/2020,November,11/19/2020,December,12/18/2020,,
2021,neurofanatic213,Boston University,August,8/1/2020,September,9/21/2020,,,,,,,,
2021,neurofanatic213,Case Western,August,8/1/2020,September,9/18/2020,,,,,,,,
2021,neurofanatic213,Stanford,August,8/3/2020,August,8/20/2020,,,,,,,,
2021,neurofanatic213,University of Michigan,August,8/3/2020,September,9/14/2020,,,,,,,,
2021,neurofanatic213,University of Pittsburgh,July,7/26/2020,August,8/31/2020,,,,,,,,
2021,neurofanatic213,University of Washington,July,7/24/2020,August,8/12/2020,,,,,,,,
2021,Honey_BeeMD,SUNY Downstate,July,7/31/2020,,,December,12/30/2020,,,,,,
2021,Honey_BeeMD,University of Maryland,July,7/28/2020,,,November,11/13/2020,January,1/12/2021,February,2/23/2021,,
2021,Honey_BeeMD,University of Miami,August,8/07/2020,,,October,10/09/2020,October,10/19/2020,December,12/21/2020,,
2021,Honey_BeeMD,Zucker at Hofstra/Northwell,September,9/2/2020,,,September,9/18/2020,,,,,,
2021,Honey_BeeMD,Icahn at Mt. Sinai,July,7/13/2020,January,1/22/2021,,,,,,,,
2021,Honey_BeeMD,New York University,July,7/11/2020,December,12/1/2020,,,,,,,,
2021,Honey_BeeMD,UC Los Angeles,July,7/24/2020,November,11/10/2020,,,,,,,,
2021,Honey_BeeMD,University of Colorado,July,7/15/2020,October,10/13/2020,,,,,,,,
2021,Honey_BeeMD,University of Michigan,July,7/10/2020,September,9/14/2020,,,,,,,,
2021,Honey_BeeMD,University of North Carolina,July,7/28/2020,December,12/3/2020,,,,,,,,
2021,Honey_BeeMD,University of Pittsburgh,July,7/15/2020,August,8/31/2020,,,,,,,,
2021,Honey_BeeMD,University of Washington,July,7/19/2020,August,8/11/2020,,,,,,,,
2021,Honey_BeeMD,Yale,July,7/15/2020,November,11/30/2020,,,,,,,,
2021,TOP_applicant,SUNY Upstate,September,9/03/2020,,,October,10/28/2020,,,,,,
2021,TOP_applicant,Columbia,August,8/30/2020,February,2/8/2021,,,,,,,,
2021,TOP_applicant,Weill Cornell Tri-I,September,9/15/2020,October,10/28/2020,,,,,,,,
2021,TOP_applicant,University of Chicago,August,8/30/2020,February,2/9/2021,,,,,,,,
2021,TOP_applicant,University of Connecticut,September,9/14/2020,October,10/26/2020,,,,,,,,
2021,TOP_applicant,WashU in St. Louis,October,10/3/2020,November,11/1/2020,,,,,,,,
2021,Glutenlover1948,Texas A&M,September,9/10/2020,,,September,9/25/2020,,,,,,
2021,Immunoguy23,Tufts,August,8/2/2020,,,October,10/20/2020,,,,,,
2021,Immunoguy23,Boston University,August,8/18/2020,September,9/21/2020,,,,,,,,
2021,Immunoguy23,Weill Cornell Tri-I,August,8/6/2020,August,8/21/2020,,,,,,,,
2021,Immunoguy23,UC Los Angeles,August,8/8/2020,September,9/18/2020,,,,,,,,
2021,Immunoguy23,Yale,August,8/2/2020,November,11/20/2020,,,,,,,,
2021,mrpotatoes4,Tufts,August,8/1/2020,,,November,11/23/2020,,,,,,
2021,mrpotatoes4,University of Rochester,August,8/5/2020,,,August,8/28/2020,,,,,,
2021,mrpotatoes4,UT Southwestern,August,8/14/2020,,,October,10/23/2020,November,11/6/2020,February,2/17/2021,,
2021,mrpotatoes4,University of Virginia,October,10/1/2020,,,November,11/24/2020,,,,,,
2021,mrpotatoes4,Zucker at Hofstra/Northwell,August,8/20/2020,,,September,9/16/2020,,,,,,
2021,mrpotatoes4,Weill Cornell Tri-I,August,8/14/2020,October,10/23/2020,,,,,,,,
2021,mrpotatoes4,UC Los Angeles,August,8/20/2020,November,11/10/2020,,,,,,,,
2021,mrpotatoes4,UC San Francisco,October,10/5/2020,December,12/11/2020,,,,,,,,
2021,mrpotatoes4,University of Colorado,August,8/10/2020,November,11/10/2020,,,,,,,,
2021,mrpotatoes4,WashU in St. Louis,August,8/20/2020,December,12/1/2020,,,,,,,,
2021,wc96,UC Irvine,September,9/28/2020,,,November,11/30/2020,,,,,,
2021,wc96,University of Kentucky,October,10/13/2020,,,November,11/6/2020,,,,,,
2021,wc96,Wayne State University,September,9/15/2020,,,November,11/2/2020,November,11/23/2020,May,5/4/2021,,
2021,wc96,Texas A&M,October,10/18/2020,February,2/5/2021,,,,,,,,
2021,wc96,UC Los Angeles,September,9/13/2020,October,10/23/2020,,,,,,,,
2021,wc96,University of Michigan,September,9/15/2020,October,10/12/2020,,,,,,,,
2021,wc96,University of Minnesota,September,9/5/2020,December,12/3/2020,,,,,,,,
2021,wc96,University of North Carolina,September,9/14/2020,December,12/16/2020,,,,,,,,
2021,wc96,Perelman School of Medicine,October,10/5/2020,February,2/4/2021,,,,,,,,
2021,wc96,University of Pittsburgh,September,9/21/2020,October,10/8/2020,,,,,,,,
2021,wc96,USC-Caltech,October,10/8/2020,November,11/13/2020,,,,,,,,
2021,wc96,University of Wisconsin,September,9/20/2020,October,10/2/2020,,,,,,,,
2021,wc96,Yale,September,9/22/2020,December,12/28/2020,,,,,,,,
2021,stressedbutblessed,UC Los Angeles,August,8/5/2020,,,September,9/18/2020,,,,,,
2021,immuchai,UC San Diego,July,7/11/2020,,,October,10/02/2020,,,,,,
2021,yolo,UC San Diego,November,11/04/2020,,,November,11/23/2020,,,,,,
2021,branchez96,University of Colorado,October,10/17/2020,,,December,12/17/2020,January,1/5/2021,April,4/15/2021,,
2021,branchez96,University of Massachusetts,October,10/15/2020,,,December,12/5/2020,,,,,,
2021,branchez96,University of Maryland,October,10/14/2020,,,December,12/18/2020,,,,,,
2021,branchez96,Albert Einstein,,,,,,,January,1/8/2021,April,4/29/2021,,
2021,DCemt,University of Florida,August,8/04/2020,,,September,9/11/2020,,,,,,
2021,DCemt,University of Michigan,July,7/11/2020,September,9/14/2020,,,,,,,,
2021,DCemt,Yale,July,7/24/2020,September,9/16/2020,,,,,,,,
2021,DCemt,University of Washington,July,7/28/2020,August,8/11/2020,,,,,,,,
2021,AZDev,University of Pittsburgh,August,8/29/2020,,,November,11/6/2020,December,12/7/2020,January,1/14/2021,,
2021,AZDev,University of Rochester,September,09/06/2020,,,December,12/2/2020,,,,,,
2021,csp234,USC-Caltech,July,7/16/2020,,,September,9/10/2020,September,9/17/2020,December,12/4/2020,,
2021,csp234,Stanford,July,7/18/2020,September,9/22/2020,,,,,,,,
2021,csp234,UC Los Angeles,July,7/21/2020,September,9/18/2020,,,,,,,,
2021,salimlutfallah,UT Medical Branch,October,10/7/2020,,,November,11/2/2020,,,,,,
2021,good_Will_Shunting,University of Washington,July,7/30/2020,,,August,8/10/2020,,,,,,
2021,good_Will_Shunting,WashU in St. Louis,July,7/31/2020,,,August,8/27/2020,,,,,,
2021,jonathanstrange,University of Washington,September,09/30/2020,,,October,10/26/2020,,,,,,
2021,ilikekinase,Boston University,,,,,,,October,10/22/2020,December,12/11/2020,,
2021,ilikekinase,Weill Cornell Tri-I,July,7/30/2020,September,9/8/2020,,,,,,,,
2021,catorose,Boston University,,,,,,,October,10/9/2020,December,12/11/2020,,
2021,catorose,Northwestern,,,,,,,November,,December,12/1/2020,,
2021,catorose,UC Los Angeles,,,,,,,October,,January,1/22/2021,,
2021,catorose,University of Washington,,,,,,,January,,February,2/1/2021,,
2021,catorose,University of Chicago,August,8/12/2020,February,2/9/2021,,,,,,,,
2021,NectarineNaya7,Case Western,,,,,,,January,1/20/2021,January,1/29/2021,,
2021,NectarineNaya7,Emory,,,,,,,January,1/14/2021,January,1/24/2021,,
2021,NectarineNaya7,Pennsylvania State University,,,,,,,December,12/6/2020,January,1/13/2021,,
2021,NectarineNaya7,University of Maryland,,,,,,,January,1/12/2021,February,2/4/2021,,
2021,NectarineNaya7,University of Massachusetts,,,,,,,January,1/12/2021,January,1/15/2021,,
2021,NectarineNaya7,University of Pittsburgh,,,,,,,January,1/6/2021,January,1/21/2021,,
2021,NectarineNaya7,Boston University,October,10/15/2020,October,10/21/2020,,,,,,,,
2021,NectarineNaya7,University of Michigan,October,10/15/2020,November,11/10/2020,,,,,,,,
2021,NectarineNaya7,Yale,October,10/15/2020,December,12/29/2020,,,,,,,,
2021,Icarian,Columbia,,,,,,,December,12/3/2020,February,2/24/2021,,
2021,Icarian,New York University,,,,,,,December,12/9/2020,February,2/2/2021,,
2021,Icarian,University of Chicago,,,,,,,November,11/10/2020,December,12/21/2020,,
2021,Icarian,University of Rochester,,,,,,,October,10/29/2020,December,12/7/2020,,
2021,Icarian,Weill Cornell Tri-I,,,,,,,November,11/19/2020,December,12/15/2020,,
2021,drdrban,Columbia,,,,,,,January,,February,2/24/2021,,
2021,drdrban,Duke,,,,,,,December,,February,2/23/2021,,
2021,drdrban,Harvard,,,,,,,December,,March,3/2/2021,,
2021,drdrban,Johns Hopkins,,,,,,,December,,February,,,
2021,drdrban,Icahn at Mt. Sinai,,,,,,,December,,February,2/1/2021,,
2021,drdrban,Northwestern,,,,,,,November,,November,11/30/2020,,
2021,drdrban,Stanford,,,,,,,January,,March,3/8/2021,,
2021,drdrban,UC San Francisco,,,,,,,January,,February,2/25/2021,,
2021,Porencephaly,Duke,,,,,,,January,1/28/2021,February,2/23/2021,,
2021,Porencephaly,University of Alabama,,,,,,,January,1/13/2021,February,2/8/2021,,
2021,Porencephaly,Yale,,,,,,,February,2/1/2021,February,2/24/2021,,
2021,monsteraqueen,Emory,,,,,,,November,11/5/2020,November,11/21/2020,,
2021,frankiefrankie,Emory,,,,,,,November,11/5/2020,November,11/21/2020,,
2021,koalalegend,Georgetown,,,,,,,January,1/12/2021,March,3/15/2021,,
2021,neurozf5,Harvard,,,,,,,January,1/12/2021,March,3/2/2021,,
2021,neurozf5,University of Minnesota,,,,,,,October,10/8/2020,December,12/11/2020,,
2021,neurozf5,University of Pittsburgh,,,,,,,November,11/16/2020,December,12/4/2020,,
2021,neurozf5,WashU in St. Louis,,,,,,,January,1/7/2021,February,2/18/2021,,
2021,neurozf5,Yale,,,,,,,February,2/1/2021,February,2/24/2021,,
2021,neurozf5,Northwestern,September,9/25/2020,February,2/12/2021,,,,,,,,
2021,neurozf5,New York University,October,10/11/2020,February,2/5/2021,,,,,,,,
2021,neurozf5,Tufts,September,9/13/2020,February,2/19/2021,,,,,,,,
2021,neurozf5,University of Chicago,October,10/3/2020,February,2/5/2021,,,,,,,,
2021,neurozf5,University of Michigan,October,10/14/2020,November,11/10/2020,,,,,,,,
2021,neurozf5,University of North Carolina,October,10/11/2020,December,12/16/2020,,,,,,,,
2021,neurozf5,University of Iowa,August,8/3/2020,September,9/22/2020,,,,,,,,
2021,neurozf5,Emory,August,8/3/2020,September,9/25/2020,,,,,,,,
2021,gndnc88,New York University,,,,,,,October,10/26/2020,December,12/18/2020,,
2021,the_Biologist,University of Alabama,,,,,,,September,9/9/2020,November,11/6/2020,,
2021,karenina,University of Connecticut,,,,,,,December,12/4/2020,January,1/28/2021,,
2021,sos_sendhelp,University of Iowa,,,,,,,October,10/9/2020,November,11/6/2020,,
2021,sos_sendhelp,WashU in St. Louis,,,,,,,November,11/19/2020,February,2/4/2021,,
2021,Latteandaprayer,University of Michigan,,,,,,,October,10/3/2020,October,10/27/2020,,
2021,Latteandaprayer,WashU in St. Louis,,,,,,,September,9/25/2020,November,11/13/2020,,
2021,Latteandaprayer,Yale,July,7/20/2020,September,9/11/2020,,,,,,,,
2021,sifnasty,University of North Carolina,,,,,,,January,1/10/2021,February,2/9/2021,,
2021,bgit,UT Medical Branch,,,,,,,November,11/13/2020,December,12/23/2020,,
2021,Hopeful_MD_Cat,University of Wisconsin,,,,,,,November,11/8/2020,December,12/9/2020,,
2021,Cascascas,Boston University,August,8/21/2020,September,9/21/2020,,,,,,,,
2021,Cascascas,Weill Cornell Tri-I,August,8/4/2020,August,8/27/2020,,,,,,,,
2021,Riverotter25,Case Western,August,8/12/2020,September,9/18/2020,,,,,,,,
2021,latteandaprayer,Weill Cornell Tri-I,July,7/21/2020,August,8/25/2020,,,,,,,,
2021,scientistintraining,Medical University of South Carolina,August,8/5/2020,September,9/1/2020,,,,,,,,
2021,scientistintraining,Pennsylvania State University,August,8/14/2020,September,9/18/2020,,,,,,,,
2021,scientistintraining,UC Los Angeles,August,8/5/2020,September,9/18/2020,,,,,,,,
2021,scientistintraining,University of Wisconsin,July,7/29/2020,September,9/11/2020,,,,,,,,
2021,scientistintraining,University of Washington,July,7/25/2020,August,8/12/2020,,,,,,,,
2021,supersonic99,Stanford,July,7/24/2020,October,10/7/2020,,,,,,,,
2021,supersonic99,WashU in St. Louis,July,7/17/2020,September,9/2/2020,,,,,,,,
2021,supersonic99,University of Washington,July,7/21/2020,August,8/15/2020,,,,,,,,
2021,dysyurt,Stanford,October,10/30/2020,November,11/09/2020,,,,,,,,
2021,dysyurt,WashU in St. Louis,October,10/26/2020,November,11/30/2020,,,,,,,,
2021,dysyurt,UC San Francisco,September,9/30/2020,December,12/3/2020,,,,,,,,
2021,BunnyPro,UC Los Angeles,August,8/11/2020,November,11/10/2020,,,,,,,,
2021,BunnyPro,UC San Diego,August,8/7/2020,October,10/21/2020,,,,,,,,
2021,BunnyPro,University of Michigan,August,,September,9/14/2020,,,,,,,,
2021,BunnyPro,University of Pittsburgh,July,7/25/2020,August,8/24/2020,,,,,,,,
2021,BunnyPro,WashU in St. Louis,September,9/9/2020,November,11/10/2020,,,,,,,,
2021,doktoralya,University of Minnesota,August,8/16/2020,December,12/8/2020,,,,,,,,
2021,immunoguy,Perelman School of Medicine,August,8/10/2020,February,2/4/2021,,,,,,,,
2021,glutenlover1948,University of Pittsburgh,August,8/17/2020,September,9/9/2020,,,,,,,,
2021,glutenlover1948,University of Wisconsin,August,8/20/2020,November,11/10/2020,,,,,,,,
2021,Ho9ney_BeeMD,University of Rochester,August,8/18/2020,November,11/19/2020,,,,,,,,
2021,dcceelo,USC-Caltech,August,8/21/2020,November,11/13/2020,,,,,,,,
2021,schrodingerscat,University of Virginia,July,7/29/2020,March,3/15/2021,,,,,,,,
2021,Supersonic99,Yale,July,,November,11/30/2020,,,,,,,,
2021,stephy19964030,Harvard,,,,,,,January,1/12/2021,,,March,3/2/2021
2019,hopefulmedstudent2014,Albert Einstein,August,8/13/2018,,,September,9/12/2018,,,,,,
2019,hopefulmedstudent2014,Boston University,October,10/8/2018,,,November,11/30/2018,,,,,,
2019,hopefulmedstudent2014,Icahn at Mt. Sinai,September,9/2/2018,,,September,9/28/2018,,,,,,
2019,hopefulmedstudent2014,University of Alabama,September,9/6/2018,,,October,10/22/2018,January,,February,2/6/2019,,
2019,hopefulmedstudent2014,University of Florida,September,9/12/2018,,,October,10/17/2018,September,,October,10/30/2018,,
2019,hopefulmedstudent2014,Vanderbilt,September,9/3/2018,,,October,10/10/2018,,,,,,
2019,hopefulmedstudent2014,UC Los Angeles,August,8/22/2018,October,10/12/2018,,,,,,,,
2019,hopefulmedstudent2014,UC San Diego,September,9/15/2018,December,12/13/2018,,,,,,,,
2019,hopefulmedstudent2014,University of Michigan,September,9/27/2018,October,10/12/2018,,,,,,,,
2019,hopefulmedstudent2014,University of Rochester,August,8/26/2018,November,11/6/2018,,,,,,,,
2019,hopefulmedstudent2014,WashU in St. Louis,September,9/4/2018,October,10/29/2018,,,,,,,,
2019,hopefulmedstudent2014,Weill Cornell Tri-I,August,8/20/2018,September,9/28/2018,,,,,,,,
2019,hopefulmedstudent2014,Yale,September,9/19/2018,October,10/1/2018,,,,,,,,
2019,PursuingHappy,Albert Einstein,August,8/20/2018,,,September,9/12/2018,October,,December,12/10/2018,,
2019,PursuingHappy,Emory,August,8/20/2018,,,November,11/1/2018,November,11/2/2018,,,February,2/9/2019
2019,PursuingHappy,Harvard,August,8/20/2018,,,October,10/10/2018,December,,,,March,3/1/2019
2019,PursuingHappy,Icahn at Mt. Sinai,August,8/20/2018,,,October,10/10/2018,October,,January,1/18/2019,,
2019,PursuingHappy,Mayo Clinic,September,9/20/2018,,,October,10/22/2018,,,,,,
2019,PursuingHappy,Northwestern,September,9/4/2018,,,September,9/25/2018,December,,January,1/9/2019,,
2019,PursuingHappy,Pennsylvania State University,August,8/20/2018,,,August,8/24/2018,,,,,,
2019,PursuingHappy,University of Alabama,August,8/20/2018,,,August,8/23/2018,,,,,,
2019,PursuingHappy,UC San Diego,August,8/20/2018,,,November,11/20/2018,,,,,,
2019,PursuingHappy,University of Chicago,August,8/20/2018,,,January,1/2/2019,,,,,,
2019,PursuingHappy,University of Colorado,August,8/20/2018,,,October,10/1/2018,,,,,,
2019,PursuingHappy,University of Illinois,September,9/11/2018,,,September,9/21/2018,November,,December,12/19/2018,,
2019,PursuingHappy,University of Iowa,August,8/21/2018,,,August,8/27/2018,October,,,,December,12/4/2018
2019,PursuingHappy,University of Minnesota,August,8/24/2018,,,August,8/31/2018,October,,November,11/30/2018,,
2019,PursuingHappy,University of North Carolina,August,8/20/2018,,,November,11/13/2018,,,,,,
2019,PursuingHappy,University of Wisconsin,August,8/20/2018,,,October,10/8/2018,,,,,,
2019,PursuingHappy,Vanderbilt,August,8/20/2018,,,October,10/8/2018,December,,February,2/15/2019,,
2019,PursuingHappy,Virginia Commonwealth,August,8/20/2018,,,September,9/10/2018,November,,December,12/11/2018,,
2019,PursuingHappy,WashU in St. Louis,August,8/20/2018,,,November,11/12/2018,January,,February,2/7/2019,,
2019,PursuingHappy,Yale,,,,,,,December,,February,2/28/2019,,
2019,PursuingHappy,Columbia,August,8/20/2018,February,2/22/2019,,,,,,,,
2019,PursuingHappy,Duke,August,8/20/2018,November,11/27/2018,,,,,,,,
2019,PursuingHappy,Johns Hopkins,August,8/22/2018,September,9/26/2018,,,,,,,,
2019,PursuingHappy,UC San Francisco,August,8/20/2018,November,11/15/2018,,,,,,,,
2019,PursuingHappy,University of Michigan,August,8/20/2018,November,11/8/2018,,,,,,,,
2019,PursuingHappy,Perelman School of Medicine,August,8/20/2018,February,2/11/2019,,,,,,,,
2019,PursuingHappy,University of Pittsburgh,August,8/20/2018,September,9/14/2018,,,,,,,,
2019,PursuingHappy,USC-Caltech,August,8/20/2018,March,3/13/2019,,,,,,,,
2019,loopthelooop,Albert Einstein,August,8/3/2018,,,September,9/13/2018,,,,,,
2019,nakamarra,Albert Einstein,August,8/22/2018,,,September,9/14/2018,,,,,,
2019,nakamarra,Baylor,August,,,,December,12/12/2018,January,1/25/2019,February,2/18/2019,,
2019,nakamarra,Boston University,July,7/31/2018,,,October,10/11/2018,,,,,,
2019,nakamarra,Icahn at Mt. Sinai,August,8/2/2018,,,September,9/5/2018,October,,January,1/18/2019,,
2019,nakamarra,Medical University of South Carolina,July,7/26/2018,,,July,7/30/2018,,,,,,
2019,nakamarra,Oregon Health & Science University,August,,,,November,11/13/2018,,,,,,
2019,nakamarra,Stony Brook,July,7/25/2018,,,August,8/13/2018,,,,,,
2019,nakamarra,SUNY Downstate,July,7/20/2018,,,October,10/30/2018,,,,,,
2019,nakamarra,UC Irvine,July,7/23/2018,,,September,9/11/2018,November,,December,12/14/2018,,
2019,nakamarra,UC Los Angeles,August,8/21/2018,,,October,10/4/2018,,,,,,
2019,nakamarra,UT Houston,July,7/31/2018,,,September,9/6/2018,,,,,,
2019,nakamarra,UT Medical Branch,September,9/8/2018,,,September,9/27/2018,,,,,,
