cycle,applicant,school,complete,pre-II rejection,interview received,interviewed on,accepted,post-II rejection
2021,dngnc88,Weill Cornell Tri-I,7/22,,9/21,11/5,12/15,
2021,dngnc88,Johns Hopkins,8/5,12/14,,,,
2021,H0513,Columbia,8/9,,10/28,,,
2021,H0513,Icahn at Mt. Sinai,8/9,,10/30,,,
2021,H0513,Pennsylvania State University,8/12,,9/22,,,
2021,H0513,Perelman School of Medicine,8/4,,9/18,,,
2021,H0513,Tufts,8/21,,10/23,,,
2021,H0513,University of Pittsburgh,8/1,,8/13,9/21,10/22,
2021,ImmunoFanatic,Dartmouth,08/26,,10/30,,,
2021,ImmunoFanatic,New York University,9/14,,10/7,,,
2021,ImmunoFanatic,Perelman School of Medicine,8/16,,9/29,,,
2021,ImmunoFanatic,University of Chicago,8/17,,10/12,,,
2021,ImmunoFanatic,Stony Brook,8/25,,1/5,,,
2021,ImmunoFanatic,Rutgers,8/19,,10/12,10/x,2/x,
2021,ImmunoFanatic,UT San Antonio,7/23,,8/14,,,
2021,ImmunoFanatic,Yale,09/10,,11/13,2/x,5/4,
2021,The_biologist,Drexel,08/12,,12/1,,,
2021,The_biologist,University of Alabama,8/28,,8/31,,,
2021,The_biologist,UT San Antonio,08/04,,9/9,,,
2021,The_biologist,University of Pittsburgh,9/22,9/28,,,,
2021,crustywonton,Duke,7/27,,9/14,,,
2021,crustywonton,Icahn at Mt. Sinai,7/13,,10/30,,,
2021,crustywonton,Mayo Clinic,7/18,,11/10,,,
2021,crustywonton,New York University,7/13,,9/23,10/26,12/18,
2021,crustywonton,Perelman School of Medicine,7/31,,10/7,,,
2021,crustywonton,University of Michigan,7/11,,9/7,,,
2021,crustywonton,University of North Carolina,7/24,,11/10,1/10,2/9,
2021,crustywonton,Vanderbilt,7/13,,11/4,,,
2021,crustywonton,WashU in St. Louis,7/18,,10/23,11/13,1/14,
2021,crustywonton,UC Los Angeles,7/22,11/10,,,,
2021,crustywonton,UC San Diego,7/12,10/21,,,,
2021,crustywonton,University of Pittsburgh,7/18,12/14,,,,
2021,crustywonton,Yale,7/14,9/16,,,,
2021,SaltyDoge,Duke,8/18,,10/7,,,
2021,SaltyDoge,Northwestern,9/18,,11/16,,,
2021,SaltyDoge,New York University,8/18,,10/7,11/9,12/18,
2021,SaltyDoge,Perelman School of Medicine,8/18,,9/18,,,
2021,SaltyDoge,UC Los Angeles,8/25,,9/18,,,
2021,SaltyDoge,University of Iowa,8/25,,9/9,,,
2021,SaltyDoge,Weill Cornell Tri-I,8/19,,9/11,,,
2021,karenina0413,Icahn at Mt. Sinai,8/28,,9/7,,,
2021,karenina0413,Johns Hopkins,11/1,,12/8,,,
2021,karenina0413,NIH Oxford/Cambridge,12/1,,1/12,,,
2021,karenina0413,University of Chicago,9/20,,12/21,,,
2021,karenina0413,University of Connecticut,9/1,,10/22,,,
2021,karenina0413,University of Rochester,9/1,,10/21,,,
2021,karenina0413,Vanderbilt,10/11,,1/5,,,
2021,karenina0413,Stanford,11/5,1/2,,,,
2021,karenina0413,UC Los Angeles,9/24,11/10,,,,
2021,karenina0413,WashU in St. Louis,9/28,10/30,,,,
2021,karenina0413,Yale,12/15,12/29,,,,
2021,theOshow,Icahn at Mt. Sinai,7/29,,9/7,,,
2021,theOshow,New York University,7/25,,9/11,,,
2021,theOshow,University of Florida,8/19,,9/11,,,
2021,theOshow,University of Virginia,7/28,,8/28,9/28,10/21,
2021,theOshow,Vanderbilt,7/2X,,9/18,,,
2021,theOshow,Weill Cornell Tri-I,8/6,,9/2,11/x,12/15,
2021,CashewBestNut,Icahn at Mt. Sinai,7/30,,9/7,,,
2021,CashewBestNut,Stony Brook,07/27,,12/7,,,
2021,CashewBestNut,Texas A&M,7/25,,9/08,,,
2021,CashewBestNut,University of Rochester,7/21,,9/14,,,
2021,CashewBestNut,UT San Antonio,7/10,,8/14,9/3,10/20,
2021,CashewBestNut,Weill Cornell Tri-I,7/20,8/27,,,,
2021,CashewBestNut,Johns Hopkins,7/24,12/14,,,,
2021,CashewBestNut,Mayo Clinic,8/12,10/28,,,,
2021,CashewBestNut,Stanford,7/20,10/7,,,,
2021,CashewBestNut,UC San Diego,7/12,1/26,,,,
2021,CashewBestNut,UC San Francisco,8/2,1/28,,,,
2021,CashewBestNut,University of Michigan,7/13,11/10,,,,
2021,CashewBestNut,University of Pittsburgh,7/20,11/23,,,,
2021,CashewBestNut,USC-Caltech,8/21,11/13,,,,
2021,CashewBestNut,WashU in St. Louis,7/23,8/26,,,,
2021,CashewBestNut,Yale,7/21,11/30,,,,
2021,lopezchm,Icahn at Mt. Sinai,7/20,,11/9,,,
2021,lopezchm,Mayo Clinic,8/27,,10/28,1/22,2/6,
2021,lopezchm,Oregon Health & Science University,8/12,,10/26,10/x,1/6,
2021,lopezchm,Stanford,8/2,,11/10,12/x,4/26,
2021,lopezchm,University of Arizona,8/5,,10/20,,,
2021,lopezchm,UC Davis,7/25,,12/4,,,
2021,lopezchm,UC San Diego,7/5,,11/06,1/15,4/28,
2021,lopezchm,University of Colorado,7/30,,10/29,12/16,1/27,
2021,lopezchm,University of Iowa,9/5,,10/9,10/x,11/7,
2021,lopezchm,University of Maryland,8/1,,12/7,12/7,1/12,
2021,Dr.Dhanthedreamer,Icahn at Mt. Sinai,9/13,,10/30,,,
2021,Dr.Dhanthedreamer,University of Rochester,08/30,,10/20,,,
2021,Dr.Dhanthedreamer,Yale,08/27,,10/06,,,
2021,scineurd,Indiana University,7/13,,8/4,,,
2021,scineurd,Mayo Clinic,07/2x,,12/23,,,
2021,scineurd,Ohio State University,7/15,,08/28,,,
2021,scineurd,University of Chicago,7/14,,8/13,,,
2021,scineurd,University of Colorado,07/2X,,01/11,,,
2021,scineurd,University of Iowa,07/28,,09/24,11/x,1/21,
2021,scineurd,University of Pittsburgh,7/20,,08/20,9/26,,11/06
2021,scineurd,University of Wisconsin,7/13,,9/30,,,
2021,scineurd,WashU in St. Louis,7/18,,8/26,10/8,,11/13
2021,scineurd,Stanford,7/23,9/30,,,,
2021,scineurd,UC San Diego,7/1X,9/17,,,,
2021,scineurd,University of Michigan,7/12,11/10,,,,
2021,scineurd,University of Minnesota,8/0x,12/29,,,,
2021,scineurd,Yale,7/2x,12/29,,,,
2021,scineurd,University of Washington,7/24,7/28,,,,
2021,Thriver_MD,Indiana University,7/22,,8/4,,,
2021,Thriver_MD,Medical University of South Carolina,7/30,,8/21,10/23,11/19,
2021,Thriver_MD,Ohio State University,7/20,,10/20,,,
2021,Thriver_MD,University of Maryland,7/25,,10/13,,,
2021,Thriver_MD,University of Miami,8/7,,10/6,,,
2021,Thriver_MD,UT San Antonio,7/21,,9/11,,,
2021,Science&Cells,Loyola University,10/11,,11/3,,,
2021,wrj203,Mayo Clinic,8/28,,10/28,,,
2021,wrj203,New York University,,,,9/21,2/2,
2021,wrj203,Case Western,7/30,2/2,,,,
2021,wrj203,Weill Cornell Tri-I,7/20,10/23,,,,
2021,wrj203,Harvard,7/23,9/24,,,,
2021,wrj203,Icahn at Mt. Sinai,7/30,1/22,,,,
2021,wrj203,Johns Hopkins,7/22,12/14,,,,
2021,wrj203,Stanford,7/25,10/4,,,,
2021,wrj203,UC Los Angeles,8/3,2/5,,,,
2021,wrj203,UC San Diego,7/18,1/26,,,,
2021,wrj203,UC San Francisco,8/17,2/1,,,,
2021,wrj203,University of Michigan,7/16,9/14,,,,
2021,wrj203,Perelman School of Medicine,8/9,2/4,,,,
2021,wrj203,University of Pittsburgh,7/25,8/31,,,,
2021,wrj203,UT Southwestern,7/18,1/28,,,,
2021,wrj203,WashU in St. Louis,7/29,9/14,,,,
2021,wrj203,Yale,7/20,12/22,,,,
2021,sweetpotater,Mayo Clinic,8/28,,10/28,1/22,4/30,
2021,sweetpotater,Boston University,,,,10/8,12/11,
2021,sweetpotater,Rutgers,,,,10/x,11/x,
2021,Naija_Queen_5eva,Mayo Clinic,10/02,,10/28,,,
2021,Naija_Queen_5eva,University of Iowa,9/01,,9/09,,,
2021,Naija_Queen_5eva,Wayne State University,08/28,,11/02,11/19,2/26,
2021,Naija_Queen_5eva,University of Illinois,,,,2/22,3/12,
2021,Naija_Queen_5eva,Boston University,9/11,10/13,,,,
2021,Naija_Queen_5eva,Drexel,9/6,11/3,,,,
2021,Naija_Queen_5eva,University of Alabama,9/24,10/21,,,,
2021,Naija_Queen_5eva,University of Wisconsin,8/28,10/2,,,,
2021,studentloans4ever,Medical College of Wisconsin,7/27,,10/29,,,
2021,studentloans4ever,Thomas Jefferson,8/11,,8/19,,,
2021,studentloans4ever,University of Iowa,8/28,,9/9,11/11,12/22,
2021,studentloans4ever,UT San Antonio,7/11,,9/11,12/12,12/23,
2021,studentloans4ever,Case Western,7/23,12/18,,,,
2021,studentloans4ever,Weill Cornell Tri-I,8/25,9/9,,,,
2021,studentloans4ever,UC Los Angeles,8/28,9/18,,,,
2021,studentloans4ever,UC San Diego,7/24,9/15,,,,
2021,studentloans4ever,University of Michigan,7/30,9/14,,,,
2021,studentloans4ever,University of North Carolina,8/3,12/16,,,,
2021,studentloans4ever,University of Pittsburgh,7/30,8/31,,,,
2021,studentloans4ever,University of Rochester,7/30,11/19,,,,
2021,studentloans4ever,University of Washington,8/5,8/6,,,,
2021,studentloans4ever,WashU in St. Louis,7/29,9/21,,,,
2021,mphdd13576,Medical University of South Carolina,7/30,,8/21,,,
2021,mphdd13576,University of Pittsburgh,7/21,,8/20,,,
2021,withak,Ohio State University,7/23,,8/28,,,
2021,withak,Oregon Health & Science University,8/17,,10/7,,,
2021,withak,Stanford,7/30,,9/30,,,
2021,withak,UC Irvine,8/30,,9/21,11/12,12/4,
2021,withak,UC San Diego,7/14,,11/16,,,
2021,withak,University of Connecticut,8/3,,9/14,,,
2021,withak,University of Massachusetts,8/18,,9/23,,,
2021,withak,University of Rochester,7/21,,8/28,,,
2021,withak,UT Houston,7/25,,9/9,,,
2021,withak,Wayne State University,7/21,,11/02,,,
2021,amethyst131,Ohio State University,08/04,,08/28,,,
2021,amethyst131,University of Alabama,08/24,,08/28,9/9,11/6,
2021,amethyst131,University of Washington,08/10,,08/28,1/28,2/1,
2021,amethyst131,Case Western,,,,10/14,12/18,
2021,amethyst131,University of Rochester,,,,10/29,12/1,
2021,amethyst131,WashU in St. Louis,,,,1/14,2/5,
2021,gnohmChild,Ohio State University,8/06,,9/05,,,
2021,gnohmChild,UT San Antonio,7/20,,8/14,,,
2021,gnohmChild,Vanderbilt,,,,10/x,12/21,
2021,gnohmChild,Weill Cornell Tri-I,7/14,8/27,,,,
2021,gnohmChild,University of Washington,7/14,7/16,,,,
2021,Cormen_Algorithms,Perelman School of Medicine,8/1X,,10/7,,,
2021,Cormen_Algorithms,University of Pittsburgh,8/2X,,9/9,,,
2021,Cormen_Algorithms,Weill Cornell Tri-I,8/1X,,9/11,,,
2021,pyramidwalrus,Perelman School of Medicine,8/17,,10/20,,,
2021,pyramidwalrus,UC Los Angeles,8/17,,11/1,12/3,,2/11
2021,pyramidwalrus,University of Illinois,8/22,,10/12,,,
2021,pyramidwalrus,University of Washington,8/24,,8/28,1/28,2/1,
2021,pyramidwalrus,Northwestern,,,,1/20,2/11,
2021,pyramidwalrus,Stanford,8/20,10/29,,,,
2021,pyramidwalrus,UC San Diego,8/17,11/18,,,,
2021,pyramidwalrus,UC San Francisco,8/24,1/29,,,,
2021,pyramidwalrus,University of Chicago,8/24,2/9,,,,
2021,pyramidwalrus,University of Colorado,8/24,2/9,,,,
2021,pyramidwalrus,University of Michigan,8/24,2/9,,,,
2021,pyramidwalrus,University of Minnesota,8/24,12/7,,,,
2021,pyramidwalrus,University of North Carolina,8/24,2/9,,,,
2021,pyramidwalrus,Vanderbilt,8/24,2/9,,,,
2021,pyramidwalrus,WashU in St. Louis,8/17,11/27,,,,
2021,studentloansforever,Stony Brook,9/21,,12/7,,,
2021,ac_505,Rutgers,8/14,,9/25,,,
2021,ac_505,SUNY Upstate,8/21,,10/19,,,
2021,ac_505,Tulane,8/19,,10/8,,,
2021,ac_505,University of Connecticut,8/14,,12/22,,,
2021,ac_505,Albert Einstein,9/10,1/13,,,,
2021,ac_505,Duke,8/14,1/13,,,,
2021,ac_505,Indiana University,8/14,1/12,,,,
2021,ac_505,University of Alabama,8/17,1/7,,,,
2021,ac_505,University of Colorado,8/25,2/17,,,,
2021,ac_505,University of Minnesota,8/15,12/1,,,,
2021,ac_505,University of Pittsburgh,8/26,9/9,,,,
2021,ac_505,University of Rochester,8/14,11/19,,,,
2021,ac_505,University of Washington,8/24,9/6,,,,
2021,McNuggetz,Sanford,11/24,,01/05,1/19,2/1,
2021,McNuggetz,Texas A&M,10/25,,12/16,,,
2021,McNuggetz,University of Nebraska,10/2x,,11/24,,,
2021,McNuggetz,University of Alabama,10/8,1/7,,,,
2021,McNuggetz,UT San Antonio,7/x,1/14,,,,
2021,beener,Thomas Jefferson,7/13,,7/30,,,
2021,beener,Weill Cornell Tri-I,7/16,,8/13,,,
2021,neurofanatic213,SUNY Downstate,07/30,,01/04,,,
2021,neurofanatic213,Wayne State University,7/31,,10/22,11/19,12/18,
2021,neurofanatic213,Boston University,8/1,9/21,,,,
2021,neurofanatic213,Case Western,8/1,9/18,,,,
2021,neurofanatic213,Stanford,8/3,8/20,,,,
2021,neurofanatic213,University of Michigan,8/3,9/14,,,,
2021,neurofanatic213,University of Pittsburgh,7/26,8/31,,,,
2021,neurofanatic213,University of Washington,7/24,8/12,,,,
2021,Honey_BeeMD,SUNY Downstate,7/31,,12/30,,,
2021,Honey_BeeMD,University of Maryland,7/28,,11/13,1/12,2/23,
2021,Honey_BeeMD,University of Miami,8/07,,10/09,10/19,12/21,
2021,Honey_BeeMD,Zucker at Hofstra/Northwell,9/2,,9/18,,,
2021,Honey_BeeMD,Icahn at Mt. Sinai,7/13,1/22,,,,
2021,Honey_BeeMD,New York University,7/11,12/1,,,,
2021,Honey_BeeMD,UC Los Angeles,7/24,11/10,,,,
2021,Honey_BeeMD,University of Colorado,7/15,10/13,,,,
2021,Honey_BeeMD,University of Michigan,7/10,9/14,,,,
2021,Honey_BeeMD,University of North Carolina,7/28,12/3,,,,
2021,Honey_BeeMD,University of Pittsburgh,7/15,8/31,,,,
2021,Honey_BeeMD,University of Washington,7/19,8/11,,,,
2021,Honey_BeeMD,Yale,7/15,11/30,,,,
2021,TOP_applicant,SUNY Upstate,9/03,,10/28,,,
2021,TOP_applicant,Columbia,8/30,2/8,,,,
2021,TOP_applicant,Weill Cornell Tri-I,9/15,10/28,,,,
2021,TOP_applicant,University of Chicago,8/30,2/9,,,,
2021,TOP_applicant,University of Connecticut,9/14,10/26,,,,
2021,TOP_applicant,WashU in St. Louis,10/3,11/1,,,,
2021,Glutenlover1948,Texas A&M,9/10,,9/25,,,
2021,Immunoguy23,Tufts,8/2,,10/20,,,
2021,Immunoguy23,Boston University,8/18,9/21,,,,
2021,Immunoguy23,Weill Cornell Tri-I,8/6,8/21,,,,
2021,Immunoguy23,UC Los Angeles,8/8,9/18,,,,
2021,Immunoguy23,Yale,8/2,11/20,,,,
2021,mrpotatoes4,Tufts,8/1,,11/23,,,
2021,mrpotatoes4,University of Rochester,8/5,,8/28,,,
2021,mrpotatoes4,UT Southwestern,8/14,,10/23,11/6,2/17,
2021,mrpotatoes4,University of Virginia,10/1,,11/24,,,
2021,mrpotatoes4,Zucker at Hofstra/Northwell,8/20,,9/16,,,
2021,mrpotatoes4,Weill Cornell Tri-I,8/14,10/23,,,,
2021,mrpotatoes4,UC Los Angeles,8/20,11/10,,,,
2021,mrpotatoes4,UC San Francisco,10/5,12/11,,,,
2021,mrpotatoes4,University of Colorado,8/10,11/10,,,,
2021,mrpotatoes4,WashU in St. Louis,8/20,12/1,,,,
2021,wc96,UC Irvine,9/28,,11/30,,,
2021,wc96,University of Kentucky,10/13,,11/6,,,
2021,wc96,Wayne State University,9/15,,11/2,11/23,5/4,
2021,wc96,Texas A&M,10/18,2/5,,,,
2021,wc96,UC Los Angeles,9/13,10/23,,,,
2021,wc96,University of Michigan,9/15,10/12,,,,
2021,wc96,University of Minnesota,9/5,12/3,,,,
2021,wc96,University of North Carolina,9/14,12/16,,,,
2021,wc96,Perelman School of Medicine,10/5,2/4,,,,
2021,wc96,University of Pittsburgh,9/21,10/8,,,,
2021,wc96,USC-Caltech,10/8,11/13,,,,
2021,wc96,University of Wisconsin,9/20,10/2,,,,
2021,wc96,Yale,9/22,12/28,,,,
2021,stressedbutblessed,UC Los Angeles,8/5,,9/18,,,
2021,immuchai,UC San Diego,7/11,,10/02,,,
2021,yolo,UC San Diego,11/04,,11/23,,,
2021,branchez96,University of Colorado,10/17,,12/17,1/5,4/15,
2021,branchez96,University of Massachusetts,10/15,,12/5,,,
2021,branchez96,University of Maryland,10/14,,12/18,,,
2021,branchez96,Albert Einstein,,,,1/8,4/29,
2021,DCemt,University of Florida,8/04,,9/11,,,
2021,DCemt,University of Michigan,7/11,9/14,,,,
2021,DCemt,Yale,7/24,9/16,,,,
2021,DCemt,University of Washington,7/28,8/11,,,,
2021,AZDev,University of Pittsburgh,8/29,,11/6,12/7,1/14,
2021,AZDev,University of Rochester,09/06,,12/2,,,
2021,csp234,USC-Caltech,7/16,,9/10,9/17,12/4,
2021,csp234,Stanford,7/18,9/22,,,,
2021,csp234,UC Los Angeles,7/21,9/18,,,,
2021,salimlutfallah,UT Medical Branch,10/7,,11/2,,,
2021,good_Will_Shunting,University of Washington,7/30,,8/10,,,
2021,good_Will_Shunting,WashU in St. Louis,7/31,,8/27,,,
2021,jonathanstrange,University of Washington,09/30,,10/26,,,
2021,ilikekinase,Boston University,,,,10/22,12/11,
2021,ilikekinase,Weill Cornell Tri-I,7/30,9/8,,,,
2021,catorose,Boston University,,,,10/9,12/11,
2021,catorose,Northwestern,,,,11/x,12/1,
2021,catorose,UC Los Angeles,,,,10/x,1/22,
2021,catorose,University of Washington,,,,1/x,2/1,
2021,catorose,University of Chicago,8/12,2/9,,,,
2021,NectarineNaya7,Case Western,,,,1/20,1/29,
2021,NectarineNaya7,Emory,,,,1/14,1/24,
2021,NectarineNaya7,Pennsylvania State University,,,,12/6,1/13,
2021,NectarineNaya7,University of Maryland,,,,1/12,2/4,
2021,NectarineNaya7,University of Massachusetts,,,,1/12,1/15,
2021,NectarineNaya7,University of Pittsburgh,,,,1/6,1/21,
2021,NectarineNaya7,Boston University,10/15,10/21,,,,
2021,NectarineNaya7,University of Michigan,10/15,11/10,,,,
2021,NectarineNaya7,Yale,10/15,12/29,,,,
2021,Icarian,Columbia,,,,12/3,2/24,
2021,Icarian,New York University,,,,12/9,2/2,
2021,Icarian,University of Chicago,,,,11/10,12/21,
2021,Icarian,University of Rochester,,,,10/29,12/7,
2021,Icarian,Weill Cornell Tri-I,,,,11/19,12/15,
2021,drdrban,Columbia,,,,1/x,2/24,
2021,drdrban,Duke,,,,12/x,2/23,
2021,drdrban,Harvard,,,,12/x,3/2,
2021,drdrban,Johns Hopkins,,,,12/x,2/2x,
2021,drdrban,Icahn at Mt. Sinai,,,,12/x,2/1,
2021,drdrban,Northwestern,,,,11/x,11/30,
2021,drdrban,Stanford,,,,1/x,3/8,
2021,drdrban,UC San Francisco,,,,1/x,2/25,
2021,Porencephaly,Duke,,,,1/28,2/23,
2021,Porencephaly,University of Alabama,,,,1/13,2/8,
2021,Porencephaly,Yale,,,,2/1,2/24,
2021,monsteraqueen,Emory,,,,11/5,11/21,
2021,frankiefrankie,Emory,,,,11/5,11/21,
2021,koalalegend,Georgetown,,,,1/12,3/15,
2021,neurozf5,Harvard,,,,1/12,3/2,
2021,neurozf5,University of Minnesota,,,,10/8,12/11,
2021,neurozf5,University of Pittsburgh,,,,11/16,12/4,
2021,neurozf5,WashU in St. Louis,,,,1/7,2/18,
2021,neurozf5,Yale,,,,2/1,2/24,
2021,neurozf5,Northwestern,9/25,2/12,,,,
2021,neurozf5,New York University,10/11,2/5,,,,
2021,neurozf5,Tufts,9/13,2/19,,,,
2021,neurozf5,University of Chicago,10/3,2/5,,,,
2021,neurozf5,University of Michigan,10/14,11/10,,,,
2021,neurozf5,University of North Carolina,10/11,12/16,,,,
2021,neurozf5,University of Iowa,8/3,9/22,,,,
2021,neurozf5,Emory,8/3,9/25,,,,
2021,gndnc88,New York University,,,,10/26,12/18,
2021,the_Biologist,University of Alabama,,,,9/9,11/6,
2021,karenina,University of Connecticut,,,,12/4,1/28,
2021,sos_sendhelp,University of Iowa,,,,10/9,11/6,
2021,sos_sendhelp,WashU in St. Louis,,,,11/19,2/4,
2021,Latteandaprayer,University of Michigan,,,,10/3,10/27,
2021,Latteandaprayer,WashU in St. Louis,,,,9/25,11/13,
2021,Latteandaprayer,Yale,7/20,9/11,,,,
2021,sifnasty,University of North Carolina,,,,1/10,2/9,
2021,bgit,UT Medical Branch,,,,11/13,12/23,
2021,Hopeful_MD_Cat,University of Wisconsin,,,,11/8,12/9,
2021,Cascascas,Boston University,8/21,9/21,,,,
2021,Cascascas,Weill Cornell Tri-I,8/4,8/27,,,,
2021,Riverotter25,Case Western,8/12,9/18,,,,
2021,latteandaprayer,Weill Cornell Tri-I,7/21,8/25,,,,
2021,scientistintraining,Medical University of South Carolina,8/5,9/1,,,,
2021,scientistintraining,Pennsylvania State University,8/14,9/18,,,,
2021,scientistintraining,UC Los Angeles,8/5,9/18,,,,
2021,scientistintraining,University of Wisconsin,7/29,9/11,,,,
2021,scientistintraining,University of Washington,7/25,8/12,,,,
2021,supersonic99,Stanford,7/24,10/7,,,,
2021,supersonic99,WashU in St. Louis,7/17,9/2,,,,
2021,supersonic99,University of Washington,7/21,8/15,,,,
2021,dysyurt,Stanford,10/30,11/09,,,,
2021,dysyurt,WashU in St. Louis,10/26,11/30,,,,
2021,dysyurt,UC San Francisco,9/30,12/3,,,,
2021,BunnyPro,UC Los Angeles,8/11,11/10,,,,
2021,BunnyPro,UC San Diego,8/7,10/21,,,,
2021,BunnyPro,University of Michigan,8/1x,9/14,,,,
2021,BunnyPro,University of Pittsburgh,7/25,8/24,,,,
2021,BunnyPro,WashU in St. Louis,9/9,11/10,,,,
2021,doktoralya,University of Minnesota,8/16,12/8,,,,
2021,immunoguy,Perelman School of Medicine,8/10,2/4,,,,
2021,glutenlover1948,University of Pittsburgh,8/17,9/9,,,,
2021,glutenlover1948,University of Wisconsin,8/20,11/10,,,,
2021,Ho9ney_BeeMD,University of Rochester,8/18,11/19,,,,
2021,dcceelo,USC-Caltech,8/21,11/13,,,,
2021,schrodingerscat,University of Virginia,7/29,3/15,,,,
2021,Supersonic99,Yale,7/2x,11/30,,,,
2021,stephy19964030,Harvard,,,,1/12,,3/2
2019,hopefulmedstudent2014,Albert Einstein,8/13,,9/12,,,
2019,hopefulmedstudent2014,Boston University,10/8,,11/30,,,
2019,hopefulmedstudent2014,Icahn at Mt. Sinai,9/2,,9/28,,,
2019,hopefulmedstudent2014,University of Alabama,9/6,,10/22,1/x,2/6,
2019,hopefulmedstudent2014,University of Florida,9/12,,10/17,9/x,10/30,
2019,hopefulmedstudent2014,Vanderbilt,9/3,,10/10,,,
2019,hopefulmedstudent2014,UC Los Angeles,8/22,10/12,,,,
2019,hopefulmedstudent2014,UC San Diego,9/15,12/13,,,,
2019,hopefulmedstudent2014,University of Michigan,9/27,10/12,,,,
2019,hopefulmedstudent2014,University of Rochester,8/26,11/6,,,,
2019,hopefulmedstudent2014,WashU in St. Louis,9/4,10/29,,,,
2019,hopefulmedstudent2014,Weill Cornell Tri-I,8/20,9/28,,,,
2019,hopefulmedstudent2014,Yale,9/19,10/1,,,,
2019,PursuingHappy,Albert Einstein,8/20,,9/12,10/x,12/10,
2019,PursuingHappy,Emory,8/20,,11/1,11/2,,2/9
2019,PursuingHappy,Harvard,8/20,,10/10,12/x,,3/1
2019,PursuingHappy,Icahn at Mt. Sinai,8/20,,10/10,10/x,1/18,
2019,PursuingHappy,Mayo Clinic,9/20,,10/22,,,
2019,PursuingHappy,Northwestern,9/4,,9/25,12/x,1/9,
2019,PursuingHappy,Pennsylvania State University,8/20,,8/24,,,
2019,PursuingHappy,University of Alabama,8/20,,8/23,,,
2019,PursuingHappy,UC San Diego,8/20,,11/20,,,
2019,PursuingHappy,University of Chicago,8/20,,1/2,,,
2019,PursuingHappy,University of Colorado,8/20,,10/1,,,
2019,PursuingHappy,University of Illinois,9/11,,9/21,11/x,12/19,
2019,PursuingHappy,University of Iowa,8/21,,8/27,10/x,,12/4
2019,PursuingHappy,University of Minnesota,8/24,,8/31,10/x,11/30,
2019,PursuingHappy,University of North Carolina,8/20,,11/13,,,
2019,PursuingHappy,University of Wisconsin,8/20,,10/8,,,
2019,PursuingHappy,Vanderbilt,8/20,,10/8,12/x,2/15,
2019,PursuingHappy,Virginia Commonwealth,8/20,,9/10,11/x,12/11,
2019,PursuingHappy,WashU in St. Louis,8/20,,11/12,1/x,2/7,
2019,PursuingHappy,Yale,,,,12/x,2/28,
2019,PursuingHappy,Columbia,8/20,2/22,,,,
2019,PursuingHappy,Duke,8/20,11/27,,,,
2019,PursuingHappy,Johns Hopkins,8/22,9/26,,,,
2019,PursuingHappy,UC San Francisco,8/20,11/15,,,,
2019,PursuingHappy,University of Michigan,8/20,11/8,,,,
2019,PursuingHappy,Perelman School of Medicine,8/20,2/11,,,,
2019,PursuingHappy,University of Pittsburgh,8/20,9/14,,,,
2019,PursuingHappy,USC-Caltech,8/20,3/13,,,,
2019,loopthelooop,Albert Einstein,8/3,,9/13,,,
2019,nakamarra,Albert Einstein,8/22,,9/14,,,
2019,nakamarra,Baylor,8/xx,,12/12,1/25,2/18,
2019,nakamarra,Boston University,7/31,,10/11,,,
2019,nakamarra,Icahn at Mt. Sinai,8/2,,9/5,10/x,1/18,
2019,nakamarra,Medical University of South Carolina,7/26,,7/30,,,
2019,nakamarra,Oregon Health & Science University,8/x,,11/13,,,
2019,nakamarra,Stony Brook,7/25,,8/13,,,
2019,nakamarra,SUNY Downstate,7/20,,10/30,,,
2019,nakamarra,UC Irvine,7/23,,9/11,11/x,12/14,
2019,nakamarra,UC Los Angeles,8/21,,10/4,,,
2019,nakamarra,UT Houston,7/31,,9/6,,,
2019,nakamarra,UT Medical Branch,9/8,,9/27,,,
2019,nakamarra,UT Southwestern,8/23,,9/12,,,
2019,nakamarra,USC-Caltech,8/8,,11/16,,,
2019,nakamarra,University of Virginia,8/x,,12/10,,,
2019,nakamarra,Harvard,7/31,3/1,,,,
2019,nakamarra,Stanford,10/22,12/13,,,,
2019,nakamarra,Tufts,7/15,2/27,,,,
2019,nakamarra,UC San Diego,7/29,12/13,,,,
2019,nakamarra,UC San Francisco,8/16,1/2,,,,
2019,nakamarra,University of Colorado,7/25,2/28,,,,
2019,nakamarra,University of North Carolina,9/9,1/2,,,,
2019,nakamarra,WashU in St. Louis,8/2,12/17,,,,
2019,nakamarra,Weill Cornell Tri-I,7/30,8/28,,,,
2019,nakamarra,UC Davis,7/11,11/25,,,,
2019,Purple,Albert Einstein,7/4,,9/18,,,
2019,Purple,Duke,7/15,,8/10,,,
2019,Purple,Icahn at Mt. Sinai,7/6,,10/10,,,
2019,Purple,Indiana University,10/x,,12/4,,,
2019,Purple,Medical University of South Carolina,8/x,,10/26,,,
2019,Purple,University of Cincinnati,8/x,,12/17,,,
2019,Purple,UT San Antonio,6/29,,7/24,,,
2019,coolalmostchilly,Albert Einstein,7/5,,9/12,,,
2019,coolalmostchilly,Baylor,7/4,,9/7,,,
2019,coolalmostchilly,Johns Hopkins,7/16,,9/5,,,
2019,coolalmostchilly,Mayo Clinic,10/12,,11/2,,,
2019,coolalmostchilly,Northwestern,7/25,,8/14,,,
2019,coolalmostchilly,Texas A&M,7/4,,7/20,,,
